notice_date,effective_date,received_date,company,city,county,employees_type,col7,source_file,address,notice_date_dt,employees,layoff_closure_type,layoff_closure_type_raw,event_text_raw,month
12/15/2023,12/15/2023,01/19/2024,LinkedIn Corporation,,Santa Clara County,42 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-15,42,Layoff Permanent,1000 W. Maude Avenue  Sunnyvale CA 94085,42 Layoff Permanent,2023-12-01
12/18/2023,02/16/2024,01/19/2024,"Distribution Alternatives, Inc.",,San Bernardino County,1 Closure Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-18,1,Closure Permanent,1979 Renaissance Parkway  Rialto CA 92376,1 Closure Permanent,2023-12-01
12/14/2023,12/14/2023,01/19/2024,Cruise LLC,,San Francisco County,121 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-14,121,Layoff Permanent,1201 Bryant  San Francisco CA 94103,121 Layoff Permanent,2023-12-01
12/14/2023,12/14/2023,01/19/2024,Cruise LLC - CC,,San Francisco County,23 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-14,23,Layoff Permanent,640 Cesar Chavez  San Francisco CA 94124,23 Layoff Permanent,2023-12-01
12/15/2023,12/15/2023,01/19/2024,LinkedIn Corporation,,San Francisco County,42 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-15,42,Layoff Permanent,222 Second Street  San Francisco CA 94105,42 Layoff Permanent,2023-12-01
12/15/2023,12/15/2023,01/19/2024,LinkedIn Corporation,,Santa Barbara County,5 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-15,5,Layoff Permanent,6410 Via Real  Carpinteria CA 93013,5 Layoff Permanent,2023-12-01
12/01/2023,01/31/2024,01/22/2024,ACRT Pacific,,Los Angeles County,3 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-01,3,Layoff Permanent,9901 Geary Ave  Santa Fe Springs CA 90670,3 Layoff Permanent,2023-12-01
12/01/2023,01/31/2024,01/22/2024,ACRT Pacific,,Los Angeles County,7 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-01,7,Layoff Permanent,25625 Rye Canyon Rd  Valencia CA 91355,7 Layoff Permanent,2023-12-01
12/01/2023,01/31/2024,01/22/2024,ACRT Pacific,,San Bernardino County,20 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-01,20,Layoff Permanent,12353 Hesperia Rd  Victorville CA 92395,20 Layoff Permanent,2023-12-01
12/05/2023,02/05/2024,01/22/2024,"TIDAL, a subsidary of Block, Inc.",,San Francisco County,1 Layoff Permanent,,warn7-1-23-to6-30-24_table28.csv,warn7-1-23-to6-30-24_table28.csv,2023-12-05,1,Layoff Permanent,"1455 Market Street, Unit 600  San Francisco CA 94103",1 Layoff Permanent,2023-12-01
06/29/2023,07/03/2023,07/27/2023,"Ginger.io,. Inc.",,San Francisco County,19 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,19,Layoff Permanent,"595 Market St., Suite 700  San Francisco CA 94105",19 Layoff Permanent,2023-06-01
06/29/2023,08/31/2023,07/28/2023,Active Wellness LLC,,Alameda County,80 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,80,Layoff Permanent,800 W. Tower Ave  Alameda CA 94501,80 Layoff Permanent,2023-06-01
06/29/2023,09/30/2023,07/28/2023,Comprehensive Autism Center,,San Diego County,9 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,9,Closure Permanent,"3355 Mission Ave, Ste. 221  Oceanside CA 92057",9 Closure Permanent,2023-06-01
06/22/2023,08/22/2023,07/31/2023,Thermo Fisher Scientific,,Alameda County,38 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-22,38,Layoff Permanent,6055 Sunol Blvd Building C  Pleasanton CA 94566,38 Layoff Permanent,2023-06-01
06/22/2023,08/22/2023,07/31/2023,Thermo Fisher Scientific,,San Mateo County,64 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-22,64,Layoff Permanent,180 Oyster Point Blvd  South San Francisco CA 94080,64 Layoff Permanent,2023-06-01
06/23/2023,09/01/2023,08/01/2023,"Gillette Citrus, Inc.",,Tulare County,93 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-23,93,Layoff Permanent,10175 S. Anchor Avenue  Dinuba CA 93618,93 Layoff Permanent,2023-06-01
06/29/2023,08/27/2023,08/02/2023,Thermo Fisher Scientific,,San Diego County,66 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,66,Layoff Permanent,5781 Van Allen Way  Carlsbad CA 92008,66 Layoff Permanent,2023-06-01
06/29/2023,08/27/2023,08/02/2023,Thermo Fisher Scientific,,San Diego County,5 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,5,Layoff Permanent,5791 Van Allen Way  Carlsbad CA 92008,5 Layoff Permanent,2023-06-01
06/29/2023,08/27/2023,08/02/2023,Thermo Fisher Scientific,,San Diego County,27 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,27,Layoff Permanent,5823 Newton Drive  Carlsbad CA 92008,27 Layoff Permanent,2023-06-01
06/22/2023,08/22/2023,08/02/2023,Thermo Fisher Scientific,,San Diego County,6 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-22,6,Layoff Permanent,6190 Cornerstone Court  San Diego CA 92121,6 Layoff Permanent,2023-06-01
06/22/2023,08/22/2023,08/02/2023,Thermo Fisher Scientific,,San Diego County,2 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-22,2,Layoff Permanent,9440 Carroll Park Drive  San Diego CA 92121,2 Layoff Permanent,2023-06-01
06/22/2023,08/21/2023,08/02/2023,"Surgalign Spine Technologies, Inc.",,San Diego County,99 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-22,99,Closure Permanent,"12481 High Bluff Drive, Suite 300  San Diego CA 92130",99 Closure Permanent,2023-06-01
06/15/2023,06/30/2023,08/02/2023,"Circle C Ranch, Inc.",,San Joaquin County,14 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-15,14,Layoff Permanent,342 Best Rd  Stockton CA 95215,14 Layoff Permanent,2023-06-01
06/29/2023,08/28/2023,08/03/2023,"Tattooed Chef, Inc., wholly owned subsidiary Ittella",,Los Angeles County,20 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,20,Closure Permanent,2021 East 152nd Street  Los Angeles CA 90058,20 Closure Permanent,2023-06-01
06/30/2023,06/30/2023,08/03/2023,G&C Staffing (The Parent Company - TPCO),,Santa Clara County,54 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-30,54,Layoff Permanent,1550 Leigh Avenue  San Jose CA 95125,54 Layoff Permanent,2023-06-01
06/29/2023,08/28/2023,08/03/2023,Tattooed Chef - 6304,,Los Angeles County,1 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,1,Closure Permanent,6304 Alondra Blvd.  Paramount CA 90723,1 Closure Permanent,2023-06-01
06/29/2023,08/28/2023,08/03/2023,Tattooed Chef - 6305,,Los Angeles County,97 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,97,Closure Permanent,6305 Alondra Blvd  Paramount CA 90723,97 Closure Permanent,2023-06-01
06/29/2023,08/28/2023,08/03/2023,Tattooed Chef - 6309,,Los Angeles County,1 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,1,Closure Permanent,6309 Alondra Blvd.  Paramount CA 90723,1 Closure Permanent,2023-06-01
06/29/2023,08/28/2023,08/03/2023,Tattooed Chef - 6325,,Los Angeles County,46 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,46,Closure Permanent,6325 Alondra Blvd  Paramount CA 90723,46 Closure Permanent,2023-06-01
06/29/2023,08/28/2023,08/03/2023,Tattooed Chef - 6403,,Los Angeles County,36 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,36,Closure Permanent,6403 Alondra Blvd  Paramount CA 90723,36 Closure Permanent,2023-06-01
06/29/2023,08/28/2023,08/03/2023,Tattooed Chef - 6409,,Los Angeles County,17 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,17,Closure Permanent,6409 Alondra Blvd  Paramount CA 90723,17 Closure Permanent,2023-06-01
06/29/2023,08/28/2023,08/03/2023,Tattooed Chef - 6411,,Los Angeles County,16 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-29,16,Closure Permanent,6411 Alondra Blvd  Paramount CA 90723,16 Closure Permanent,2023-06-01
06/28/2023,07/01/2023,08/04/2023,"Niantic, Inc.",,Los Angeles County,107 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-28,107,Closure Permanent,3390 Robertson Pl  Los Angeles CA 90034,107 Closure Permanent,2023-06-01
06/28/2023,07/01/2023,08/04/2023,"Niantic, Inc.",,San Francisco County,57 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-28,57,Layoff Permanent,"1 Ferry Building, #200  San Francisco CA 94111",57 Layoff Permanent,2023-06-01
07/03/2023,09/04/2023,08/07/2023,Hyatt Centric,,Sacramento County,111 Layoff Temporary,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-07-03,111,Layoff Temporary,7th 1122 Street  Sacramento CA 95814,111 Layoff Temporary,2023-07-01
07/03/2023,09/03/2023,08/07/2023,"GXO Logistics Supply Chain, Inc.",,San Bernardino County,61 Closure Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-07-03,61,Closure Permanent,5200 A. East Airport Drive  Ontario CA 91761,61 Closure Permanent,2023-07-01
06/27/2023,08/31/2023,08/07/2023,Valiant Integrated Services,,Solano County,137 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-06-27,137,Layoff Permanent,"106 Bodin Circle, Building 791  Travis Afb CA 94535",137 Layoff Permanent,2023-06-01
07/06/2023,09/04/2023,08/08/2023,Crunchbase,,San Francisco County,63 Layoff Permanent,,warn7-1-23-to6-30-24_table3.csv,warn7-1-23-to6-30-24_table3.csv,2023-07-06,63,Layoff Permanent,564 Market St. #500  San Francisco CA 94104,63 Layoff Permanent,2023-07-01
12/14/2023,02/17/2024,01/24/2024,CalPac Pizza dba Pizza Hut,,Kings County,5 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,5,Layoff Permanent,1029 N. Lemorre Ave.  Lemoore CA 93245,5 Layoff Permanent,2023-12-01
12/14/2023,02/13/2024,01/24/2024,CalPac Pizza dba Pizza Hut,,Madera County,6 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,6,Layoff Permanent,1475 Country Club Drive  Madera CA 93638,6 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,CalPac Pizza II LLC dba Pizza Hut,,Merced County,5 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,5,Layoff Permanent,419 Pacheco Hwy  Los Banos CA 93635,5 Layoff Permanent,2023-12-01
12/14/2023,02/17/2024,01/24/2024,CalPac Pizza dba Pizza Hut,,Merced County,7 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,7,Layoff Permanent,580 W. Olive  Merced CA 95348,7 Layoff Permanent,2023-12-01
12/14/2023,02/17/2024,01/24/2024,CalPac Pizza dba Pizza Hut,,Merced County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,4,Layoff Permanent,855 Bellevue Rd S105  Atwater CA 95301,4 Layoff Permanent,2023-12-01
12/14/2023,02/23/2024,01/24/2024,Pacpizza dba Pizza Hut,,Butte County,2 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,2,Layoff Permanent,451 Oro Dam Blvd  Oroville CA 95965,2 Layoff Permanent,2023-12-01
12/14/2023,02/25/2024,01/24/2024,PacPizza dba Pizza Hut,,Butte County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,4,Layoff Permanent,875 Northcrest Dr.  Crescent City CA 95531,4 Layoff Permanent,2023-12-01
12/14/2023,02/23/2024,01/24/2024,PacPizza dba Pizza Hut,,Yuba County,7 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,7,Layoff Permanent,1130 North Beale Road  Marysville CA 95901,7 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,PacPizza dba Pizza Hut,,Santa Clara County,2 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,2,Layoff Permanent,102 South Park Victoria Drive  Milpitas CA 95035,2 Layoff Permanent,2023-12-01
12/14/2023,02/25/2024,01/24/2024,PacPizza dba Pizza Hut,,Santa Clara County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,4,Layoff Permanent,464 North Mathilda Avenue  Sunnyvale CA 94086,4 Layoff Permanent,2023-12-01
12/15/2023,12/15/2023,01/24/2024,BrightDrop,,Santa Clara County,6 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-15,6,Layoff Permanent,220 Portage Avenue  Palo Alto CA 94306,6 Layoff Permanent,2023-12-01
12/14/2023,02/15/2024,01/24/2024,PacPartners dba Pizza Hut,,Riverside County,8 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,8,Layoff Permanent,26100 Newport Rd A-14  Menifee CA 92584,8 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029197,,Riverside County,5 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,5,Layoff Permanent,1860 W. Ramsey St.  Banning CA 92220,5 Layoff Permanent,2023-12-01
12/14/2023,02/12/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029212,,Riverside County,2 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,2,Layoff Permanent,14577 Palm Drive  Desert Hot Springs CA 92240,2 Layoff Permanent,2023-12-01
12/14/2023,02/23/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029198,,Riverside County,6 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,6,Layoff Permanent,25795 Stanford St.  Hemet CA 92544,6 Layoff Permanent,2023-12-01
12/14/2023,02/18/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029220,,Riverside County,8 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,8,Layoff Permanent,81850 Avenue 46  Indio CA 92201,8 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029207,,Riverside County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,4,Layoff Permanent,1180 S. Palm Canyon Dr.  Palm Springs CA 92264,4 Layoff Permanent,2023-12-01
12/14/2023,02/18/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029208,,Riverside County,5 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,5,Layoff Permanent,490 N. State St.  San Jacinto CA 92583,5 Layoff Permanent,2023-12-01
12/14/2023,02/18/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029205,,Riverside County,6 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,6,Layoff Permanent,34401 Date Palm Dr.  Cathedral City CA 92234,6 Layoff Permanent,2023-12-01
12/14/2023,02/12/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029199,,Riverside County,1 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,1,Layoff Permanent,49954 Harrison St.  Coachella CA 92236,1 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029201,,Riverside County,6 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,6,Layoff Permanent,31736 Casino Dr.  Lake Elsinore CA 92530,6 Layoff Permanent,2023-12-01
12/14/2023,02/15/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029222,,Riverside County,5 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,5,Layoff Permanent,30850 Riverside Dr. A3  Lake Elsinore CA 92530,5 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029224,,Riverside County,10 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,10,Layoff Permanent,25030 Hancock Ave. Suite 106  Murrieta CA 92562,10 Layoff Permanent,2023-12-01
12/14/2023,02/18/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029203,,Riverside County,7 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,7,Layoff Permanent,1675 N. Perris Blvd Bldg E  Perris CA 92571,7 Layoff Permanent,2023-12-01
12/14/2023,02/18/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029221,,Riverside County,6 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,6,Layoff Permanent,33195 Hwy 79 South Ste. D  Temecula CA 92592,6 Layoff Permanent,2023-12-01
12/14/2023,02/19/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029232,,Riverside County,8 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,8,Layoff Permanent,27267 Nicolas Rd. Bldg E-104  Temecula CA 92591,8 Layoff Permanent,2023-12-01
12/14/2023,02/12/2024,01/24/2024,CalPac Pizza II LLC dba Pizza Hut,,Sacramento County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,4,Layoff Permanent,9015 Bruceville Road Suite 180  Elk Grove CA 95758,4 Layoff Permanent,2023-12-01
12/14/2023,02/15/2024,01/24/2024,PacPizza dba Pizza Hut - 011664,,Sacramento County,3 Layoff Permanent,,warn7-1-23-to6-30-24_table30.csv,warn7-1-23-to6-30-24_table30.csv,2023-12-14,3,Layoff Permanent,604 West El Camino AVe.  Sacramento CA 95833,3 Layoff Permanent,2023-12-01
12/14/2023,02/18/2024,01/24/2024,PacPizza dba Pizza Hut - 011753,,Sacramento County,1 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,1,Layoff Permanent,6619 Florin Road  Sacramento CA 95828,1 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,PacPizza dba Pizza Hut - 011755,,Sacramento County,7 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,7,Layoff Permanent,1100 Fulton Ave.  Sacramento CA 95825,7 Layoff Permanent,2023-12-01
12/14/2023,02/17/2024,01/24/2024,PacPizza dba Pizza Hut - 011761,,Sacramento County,7 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,7,Layoff Permanent,5323-A Elkhorn Blvd.  Sacramento CA 95842,7 Layoff Permanent,2023-12-01
12/14/2023,02/25/2024,01/24/2024,PacPizza dba Pizza Hut - 014697,,Sacramento County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,4,Layoff Permanent,6400-B Sunrise Blvd  Citrus Heights CA 95610,4 Layoff Permanent,2023-12-01
12/14/2023,02/19/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029211,,San Bernardino County,7 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,7,Layoff Permanent,20811 Bear Valley Rd. Suite C  Apply Valley CA 93208,7 Layoff Permanent,2023-12-01
12/14/2023,02/20/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029213,,San Bernardino County,4 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,4,Layoff Permanent,481 Armory Road  Barstow CA 92311,4 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029225,,San Bernardino County,10 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,10,Layoff Permanent,16455 Main Street  Hesperia CA 92345,10 Layoff Permanent,2023-12-01
12/14/2023,02/16/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029215,,San Bernardino County,13 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,13,Layoff Permanent,14582 Palmdale Rd.  Victorville CA 92392,13 Layoff Permanent,2023-12-01
12/14/2023,02/19/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029202,,San Bernardino County,5 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,5,Layoff Permanent,12183 Hesperia Rd.  Victorville CA 92392,5 Layoff Permanent,2023-12-01
12/14/2023,02/15/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029210,,San Bernardino County,3 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,3,Layoff Permanent,58012 29 Palms Hwy  Yucca Valley CA 92284,3 Layoff Permanent,2023-12-01
12/14/2023,02/15/2024,01/24/2024,Southern PacPizza dba Pizza Hut - 029200,,San Bernardino County,2 Layoff Permanent,,warn7-1-23-to6-30-24_table31.csv,warn7-1-23-to6-30-24_table31.csv,2023-12-14,2,Layoff Permanent,72526 29 Palms Hwy  Twentynine Palms CA 92277,2 Layoff Permanent,2023-12-01
