notice_date,effective_date,received_date,company,city,county,employees_type,col7,source_file,address,employees,layoff_closure_type,layoff_closure_type_raw
03/04/2021,03/12/2021,03/08/2021,Cole Haan Barstow,Barstow,San Bernardino County,7 Closure Permanent,warn7-1-20to6-3-21_table103.csv,warn7-1-20to6-3-21_table103.csv,,7.0,Closure Permanent,
03/03/2021,05/07/2021,03/09/2021,VM Services Inc.,Anaheim,Orange County,90 Closure Permanent,warn7-1-20to6-3-21_table103.csv,warn7-1-20to6-3-21_table103.csv,,90.0,Closure Permanent,
02/26/2021,02/19/2021,03/09/2021,Pendry San Diego,San Diego,San Diego County,40 Layoff Temporary,warn7-1-20to6-3-21_table103.csv,warn7-1-20to6-3-21_table103.csv,,40.0,Layoff Temporary,
03/04/2021,04/30/2021,03/09/2021,"Universal City Studios, LLC dba Universal Studios",Universal City,Los Angeles County,76 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,76.0,Layoff Permanent,
03/04/2021,05/05/2021,03/09/2021,"Toms Sierra Energy Company, Inc.",Angels Camp,Calaveras County,14 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,14.0,Layoff Permanent,
03/04/2021,05/05/2021,03/09/2021,"Toms Sierra Company, Inc.",Westwood,Plumas County,7 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,7.0,Layoff Permanent,
03/10/2021,05/08/2021,03/10/2021,Crothall Healthcare,Los Angeles,Los Angeles County,83 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,83.0,Layoff Permanent,
02/26/2021,02/26/2021,03/10/2021,"SSD Operating Co., LLC, dba Sheraton San Diego Hotel",San Diego,San Diego County,197 Layoff Temporary,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,197.0,Layoff Temporary,
03/10/2021,05/10/2021,03/10/2021,Vons Companies Inc.,Lompoc,Santa Barbara County,118 Closure Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,118.0,Closure Permanent,
09/29/2020,09/07/2020,03/11/2021,The Bay Club Company - Bay Club Redwood Shores,Redwood City,San Mateo County,146 Layoff Type Unknown,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,146.0,Layoff Type Unknown,
09/29/2020,09/07/2020,03/11/2021,The Bay Club Company - Bay Club Santa Clara,Santa Clara,Santa Clara County,31 Layoff Type Unknown,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,31.0,Layoff Type Unknown,
03/03/2021,05/02/2021,03/12/2021,"MobiTV, Inc.",Emeryville,Alameda County,86 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,86.0,Layoff Permanent,
03/04/2021,03/31/2021,03/12/2021,"Foto-Kem Industries, Inc.",Burbank,Los Angeles County,83 Layoff Type Unknown,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,83.0,Layoff Type Unknown,
03/11/2021,05/14/2021,03/12/2021,"Centene Management Company, LLC",Rancho Cordova,Sacramento County,54 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,54.0,Layoff Permanent,
03/10/2021,04/02/2021,03/12/2021,San Diego Convention Center Corporation,San Diego,San Diego County,7 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,7.0,Layoff Permanent,
03/11/2021,03/31/2021,03/15/2021,Princess Cruise Lines Ltd.,Valencia,Los Angeles County,64 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,64.0,Layoff Permanent,
09/18/2020,09/30/2020,03/15/2021,Hotel Nia,Menlo Park,San Mateo County,132 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,132.0,Layoff Permanent,
09/17/2020,09/17/2020,03/15/2021,P.F. Chang&rsquo;s China Bistro,Palo Alto,Santa Clara County,75 Layoff Temporary,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,75.0,Layoff Temporary,
09/18/2020,09/18/2020,03/15/2021,P.F. Chang&rsquo;s China Bistro,Sunnyvale,Santa Clara County,75 Layoff Temporary,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,75.0,Layoff Temporary,
03/11/2021,05/10/2021,03/15/2021,"All About Parking, Inc. - Moldaw Residences",Palo Alto,Santa Clara County,1 Layoff Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,1.0,Layoff Permanent,
02/11/2021,04/12/2021,03/18/2021,"Pitney Bowes, Inc.",Commerce,Los Angeles County,112 Closure Permanent,warn7-1-20to6-3-21_table104.csv,warn7-1-20to6-3-21_table104.csv,,112.0,Closure Permanent,
03/18/2021,06/04/2021,03/23/2021,Fresno Economic Opportunities Commission - Head,Fresno,Fresno County,112 Layoff Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,112.0,Layoff Permanent,
03/16/2021,04/02/2020,03/23/2021,Deluxe Media Inc.,Burbank,Los Angeles County,2 Layoff Temporary,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2.0,Layoff Temporary,
03/16/2021,05/15/2021,03/23/2021,Curative Inc.,San Dimas,Los Angeles County,180 Layoff Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,180.0,Layoff Permanent,
03/16/2021,03/16/2021,03/23/2021,Blizzard Entertainment Inc.,Irvine,Orange County,55 Layoff Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,55.0,Layoff Permanent,
03/17/2021,05/21/2021,03/23/2021,Medline Industries,Temecula,Riverside County,360 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,360.0,Closure Permanent,
03/13/2021,04/02/2021,03/23/2021,San Diego Convention Center Corporation,San Diego,San Diego County,8 Layoff Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,8.0,Layoff Permanent,
03/16/2021,05/16/2021,03/23/2021,Brake Parts Inc. (BPI) West Coast Distribution Center,Patterson,Stanislaus County,39 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,39.0,Closure Permanent,
03/16/2021,01/31/2021,03/23/2021,Deluxe Media Inc.,Burbank,Los Angeles County,16 Layoff Temporary,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,16.0,Layoff Temporary,
03/16/2021,04/09/2021,03/23/2021,Epic Ventures Inc. dba Epic Wines & Spirits,Santa Rosa,Sonoma County,98 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,98.0,Closure Permanent,
03/22/2021,05/21/2021,03/25/2021,Ready Responders,Los Angeles,Los Angeles County,30 Closure Temporary,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,30.0,Closure Temporary,
03/23/2021,12/31/2020,03/25/2021,General Monitors,Lake Forest,Orange County,63 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,63.0,Closure Permanent,
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson,South San Francisco,San Mateo County,2 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2.0,Closure Permanent,
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Family of Companies dba Janssen,South San Francisco,San Mateo County,2 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2.0,Closure Permanent,
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Family of Companies dba Janssen,South San Francisco,San Mateo County,8 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,8.0,Closure Permanent,
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Family of Companies dba Janssen,South San Francisco,San Mateo County,11 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,11.0,Closure Permanent,
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Health Care Systems Inc.,South San Francisco,San Mateo County,5 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,5.0,Closure Permanent,
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson International,South San Francisco,San Mateo County,6 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,6.0,Closure Permanent,
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Services Inc.,South San Francisco,San Mateo County,3 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,3.0,Closure Permanent,
03/22/2021,06/05/2021,03/25/2021,Raley's dba Food Source,Hayward,Alameda County,35 Closure Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,35.0,Closure Permanent,
03/18/2021,03/18/2021,03/25/2021,Hyatt Corporation dba Grand Hyatt San Francisco,San Francisco,San Francisco County,1 Layoff Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Layoff Temporary,
03/31/2021,05/30/2021,04/01/2021,General Electric Company,San Ramon,Contra Costa County,93 Layoff Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,93.0,Layoff Permanent,
03/26/2021,05/28/2021,04/01/2021,"California Community News, LLC",Irwindale,Los Angeles County,91 Closure Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,91.0,Closure Permanent,
03/27/2021,03/31/2021,04/01/2021,Players Casino,Ventura,Ventura County,59 Closure Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,59.0,Closure Permanent,
04/01/2021,04/01/2021,04/02/2021,Lyuno-SDI Group dba Lyuno US Inc.,Burbank,Los Angeles County,55 Layoff Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,55.0,Layoff Permanent,
03/30/2021,04/30/2021,04/02/2021,Princess Cruise Lines Ltd,Valencia,Los Angeles County,4 Layoff Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,4.0,Layoff Permanent,
04/01/2021,05/31/2021,04/02/2021,"Dermira, Inc. - Eli Lilly and Company",Menlo Park,San Mateo County,163 Closure Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,163.0,Closure Permanent,
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Fremont, Inc.",Fremont,Alameda County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Closure Temporary,
12/11/2020,12/11/2020,04/02/2021,"Huntington Beach Market Broiler, Inc.",Huntington Beach,Orange County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Closure Temporary,
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Orange, Inc.",Orange,Orange County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Closure Temporary,
12/11/2020,12/11/2020,04/02/2021,"Preferred Hospitality, Inc.",Riverside,Riverside County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Closure Temporary,
12/11/2020,12/11/2020,04/02/2021,"Provider Contract Food Service, Inc.",Riverside,Riverside County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Closure Temporary,
12/11/2020,12/11/2020,04/02/2021,Riverside Market Broiler,Riverside,Riverside County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Closure Temporary,
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Ontario, Inc.",Ontario,San Bernardino County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Closure Temporary,
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Simi Valley, Inc.",Simi Valley,Ventura County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Closure Temporary,
03/24/2021,03/26/2021,04/06/2021,Academy Museum of Motion Pictures,Los Angeles,Los Angeles County,1 Layoff Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,1.0,Layoff Temporary,
03/25/2021,03/25/2021,04/06/2021,Pendry San Diego,San Diego,San Diego County,16 Layoff Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,16.0,Layoff Temporary,
03/25/2021,03/25/2021.1,04/06/2021,Wells Fargo,San Francisco,San Francisco County,8 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,8.0,Layoff Permanent,
03/25/2021,03/25/2021,04/06/2021,Wells Fargo,San Francisco,San Francisco County,45 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,45.0,Layoff Permanent,
03/25/2021,03/25/2021,04/06/2021,Wells Fargo,San Francisco,San Francisco County,5 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,5.0,Layoff Permanent,
03/24/2021,05/28/2021,04/06/2021,Johnson & Johnson Family of Companies dba Actelion,South San Francisco,San Mateo County,35 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,35.0,Closure Permanent,
03/26/2021,05/28/2021,04/06/2021,CSAA Insurance Group,Fairfield,Solano County,36 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,36.0,Closure Permanent,
11/30/2020,12/31/2020,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Canoga Park,Los Angeles County,3 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,3.0,Closure Permanent,
11/30/2020,12/31/2020,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Reseda,Los Angeles County,8 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,8.0,Closure Permanent,
11/30/2020,01/31/2021,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Van Nuys,Los Angeles County,25 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,25.0,Closure Permanent,
11/30/2020,02/12/2021,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Studio City,Los Angeles County,24 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,24.0,Closure Permanent,
11/30/2020,03/31/2021,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Sherman Oaks,Los Angeles County,3 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,3.0,Closure Permanent,
03/10/2021,05/13/2021,04/08/2021,Food 4 Less #362,Los Angeles,Los Angeles County,97 Layoff Type Unknown,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,97.0,Layoff Type Unknown,
03/10/2021,05/13/2021,04/08/2021,Ralphs,Los Angeles,Los Angeles County,192 Layoff Type Unknown,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,192.0,Layoff Type Unknown,
03/11/2021,03/11/2021,04/12/2021,"WeWork Companies, Inc.",San Francisco,San Francisco County,1 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,1.0,Layoff Permanent,
10/08/2020,12/04/2020,04/12/2021,"Southwestern & Pacific Specialty Finance, Inc.",Modesto,Stanislaus County,3 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,3.0,Layoff Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,San Leandro,Alameda County,3 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,3.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Fremont,Alameda County,1 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,1.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Pittsburg,Contra Costa County,2 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Pinole,Contra Costa County,1 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,1.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Los Banos,Merced County,1 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,1.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Moreno Valley,Riverside County,4 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,4.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Escondido,San Diego County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Oceanside,San Diego County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Santa Clara,Santa Clara County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Redding,Shasta County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Yuba City,Sutter County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
04/09/2021,04/09/2021,04/14/2021,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,9 Layoff Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,9.0,Layoff Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Oroville,Butte County,1 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,1.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Reedley,Fresno County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Sun Valley,Los Angeles County,3 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,3.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Northridge,Los Angeles County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Huntington Park,Los Angeles County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Los Angeles,Los Angeles County,3 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,3.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Carson,Los Angeles County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Los Angeles,Los Angeles County,4 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,4.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,La Mirada,Los Angeles County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Lancaster,Los Angeles County,4 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,4.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Anaheim,Orange County,2 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Murrieta,Riverside County,4 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,4.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Victorville,San Bernardino County,2 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,San Francisco,San Francisco County,4 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,4.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Millbrae,San Mateo County,1 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,1.0,Closure Permanent,
03/25/2021,05/31/2021,04/15/2021,Hitachi Vantara,Santa Clara,Santa Clara County,65 Layoff Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,65.0,Layoff Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Vallejo,Solano County,2 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2.0,Closure Permanent,
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Visalia,Tulare County,4 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,4.0,Closure Permanent,
